TeamId,TeamName,SubmissionDate,Score
1451024,"Aditya Soni","2018-03-07 19:16:42",0.99088
1451850,TetyanaYatsenko,"2018-03-07 21:18:10",0.99088
1451327,w_________g,"2018-03-08 00:19:24",0.99088
1454006,"Data Craze","2018-03-08 06:46:51",0.99427
1454006,"Data Craze","2018-03-08 06:51:12",0.99140
1454006,"Data Craze","2018-03-08 06:54:00",0.99088
1454164,"Tony Y.","2018-03-08 07:15:53",0.99088
1455319,"Konstantin Maksimov","2018-03-08 12:01:25",0.99088
1455339,"Arunkumar Ramanan","2018-03-08 12:09:49",0.99088
1456694,Technitos,"2018-03-08 23:13:05",0.99088
1458220,Aldrin,"2018-03-09 04:28:07",0.99088
1458499,"Tahir Hashmi","2018-03-09 06:45:16",0.99088
1458584,minghigh,"2018-03-09 06:57:01",0.99088
1457813,Mr.smith,"2018-03-09 07:23:32",0.99088
1458341,ShengKai,"2018-03-09 07:27:59",0.99088
1458855,dsq_17,"2018-03-09 08:28:51",0.99088
1457790,Towan,"2018-03-09 09:11:29",0.99088
1460030,"Igor Zharikov","2018-03-09 15:06:12",0.99088
1462792,TianxiangPan,"2018-03-10 11:34:57",0.99088
1463192,HristoVrigazov,"2018-03-10 14:10:03",0.99088
1451327,w_________g,"2018-03-10 16:42:23",0.97317
1453862,the1owl,"2018-03-10 20:38:58",1.00000
1453862,the1owl,"2018-03-10 20:48:32",0.99296
1453972,"Mathurin Aché","2018-03-11 11:20:55",0.99088
1457325,Poddiachyi,"2018-03-11 14:07:12",0.99088
1467268,"Patrick DeKelly","2018-03-11 19:13:52",0.99088
1466074,"Aloisio Dourado","2018-03-12 02:14:53",0.98776
1466074,"Aloisio Dourado","2018-03-12 02:31:44",0.98125
1466074,"Aloisio Dourado","2018-03-12 02:49:45",0.97968
1466074,"Aloisio Dourado","2018-03-12 03:58:40",0.96718
1466074,"Aloisio Dourado","2018-03-12 05:03:08",0.95937
1468827,toshiki,"2018-03-12 06:31:31",0.99088
1469391,brucelee,"2018-03-12 09:53:19",0.99322
1469606,"Nicolas Lecoy","2018-03-12 14:11:32",0.99088
1472481,"林湧森 (Dyson Lin)","2018-03-13 02:16:12",0.99088
1466074,"Aloisio Dourado","2018-03-13 11:44:31",0.89427
1458855,dsq_17,"2018-03-13 13:51:35",0.98932
1475875,"Sandeep Devagiri","2018-03-13 19:43:59",0.99088
1466074,"Aloisio Dourado","2018-03-14 00:54:25",0.89140
1466074,"Aloisio Dourado","2018-03-14 02:10:54",0.35026
1458855,dsq_17,"2018-03-14 07:38:23",0.97161
1466074,"Aloisio Dourado","2018-03-14 10:28:20",0.30546
1464225,jkozerawski,"2018-03-14 19:47:03",0.23125
1458840,twiggy,"2018-03-14 19:54:39",0.80859
1470573,NasibUllah,"2018-03-14 20:33:22",0.99088
1464225,jkozerawski,"2018-03-14 21:37:20",0.23098
1466074,"Aloisio Dourado","2018-03-15 03:46:24",0.27656
1458855,dsq_17,"2018-03-15 05:05:42",0.96276
1458855,dsq_17,"2018-03-15 07:26:22",0.61432
1458840,twiggy,"2018-03-15 10:06:08",0.78645
1458840,twiggy,"2018-03-15 10:08:25",0.77161
1461602,liyuanjie,"2018-03-15 10:53:06",0.91197
1460396,RahulVashisht,"2018-03-15 18:16:57",0.21276
1460396,RahulVashisht,"2018-03-15 18:19:01",0.20807
1479444,LarsHulstaert,"2018-03-15 18:32:36",1.00000
1478456,"Team Name","2018-03-15 19:42:52",1.00000
1479444,LarsHulstaert,"2018-03-15 20:35:59",0.39036
1479444,LarsHulstaert,"2018-03-15 21:29:56",0.30000
1458855,dsq_17,"2018-03-16 02:07:32",0.43984
1461602,liyuanjie,"2018-03-16 03:55:59",0.81822
1461602,liyuanjie,"2018-03-16 06:19:54",0.63515
1476015,Uddipta@IIT_Hyd,"2018-03-16 07:56:47",0.99088
1485190,zhengbin,"2018-03-16 07:59:01",0.63515
1458920,Karyuu,"2018-03-16 08:00:37",0.45807
1479444,LarsHulstaert,"2018-03-16 08:13:36",0.24947
1458840,twiggy,"2018-03-16 08:35:38",0.33723
1470573,NasibUllah,"2018-03-16 09:13:42",0.18697
1485403,"Ilya Ezepov","2018-03-16 11:39:20",0.97317
1458855,dsq_17,"2018-03-16 12:04:31",0.40651
1458097,"Ashok Lathwal","2018-03-16 12:19:15",0.97317
1451850,TetyanaYatsenko,"2018-03-16 14:42:36",0.97317
1451850,TetyanaYatsenko,"2018-03-16 15:00:31",0.96484
1479444,LarsHulstaert,"2018-03-16 15:10:15",0.24166
1459694,Jack,"2018-03-16 15:17:31",0.97317
1486359,"Zijun Yao","2018-03-16 15:40:01",0.97317
1478456,"Team Name","2018-03-16 16:04:28",0.36875
1459209,Dowakin,"2018-03-16 16:40:23",0.23359
1454688,himanshu,"2018-03-16 20:44:10",0.67265
1454688,himanshu,"2018-03-16 21:16:59",0.62265
1454688,himanshu,"2018-03-16 21:50:34",0.57812
1459209,Dowakin,"2018-03-16 21:56:13",0.19687
1454688,himanshu,"2018-03-16 22:41:26",0.54140
1458855,dsq_17,"2018-03-17 01:43:32",0.28098
1456694,Technitos,"2018-03-17 02:41:39",0.38958
1485190,zhengbin,"2018-03-17 03:20:37",0.43411
1485190,zhengbin,"2018-03-17 06:39:05",0.32161
1461602,liyuanjie,"2018-03-17 07:07:19",0.33828
1458840,twiggy,"2018-03-17 07:31:39",0.24661
1470573,NasibUllah,"2018-03-17 08:44:30",0.18229
1458920,Karyuu,"2018-03-17 08:53:05",0.39427
1459209,Dowakin,"2018-03-17 10:20:00",0.19062
1459618,Xmiler,"2018-03-17 13:22:36",0.16510
1485190,zhengbin,"2018-03-17 14:00:25",0.30885
1479444,LarsHulstaert,"2018-03-17 16:45:24",0.19088
1453972,"Mathurin Aché","2018-03-17 17:23:30",0.97317
1456694,Technitos,"2018-03-17 17:41:19",0.33906
1458855,dsq_17,"2018-03-17 18:21:02",0.24869
1462188,parlan,"2018-03-18 07:14:46",0.99583
1462188,parlan,"2018-03-18 07:40:44",0.28854
1470573,NasibUllah,"2018-03-18 08:56:55",0.18098
1459209,Dowakin,"2018-03-18 11:06:17",0.18177
1462188,parlan,"2018-03-18 11:22:04",0.24401
1465340,nbnbnbnb,"2018-03-18 11:39:06",0.99140
1465340,nbnbnbnb,"2018-03-18 11:49:19",0.99114
1491195,LintangSutawika,"2018-03-18 12:10:25",0.99088
1491205,RoanGylberth,"2018-03-18 12:14:01",0.99088
1491206,devin,"2018-03-18 12:14:13",0.99088
1465340,nbnbnbnb,"2018-03-18 12:45:48",0.23515
1465340,nbnbnbnb,"2018-03-18 14:24:34",0.23385
1491571,"Kuntal Sardar","2018-03-18 15:19:08",0.97317
1479444,LarsHulstaert,"2018-03-18 16:44:08",0.18645
1490560,"Mayank Kumar Singh","2018-03-18 19:21:49",0.99401
1459209,Dowakin,"2018-03-18 20:56:58",0.17057
1469707,"William Pride","2018-03-18 21:32:25",0.99244
1487029,dortonway,"2018-03-18 22:47:20",0.19713
1484850,Sunny,"2018-03-18 23:14:19",0.99869
1466074,"Aloisio Dourado","2018-03-19 00:29:53",0.26536
1485190,zhengbin,"2018-03-19 01:38:45",0.27265
1458855,dsq_17,"2018-03-19 02:12:42",0.20598
1480446,"Thiago Moretto","2018-03-19 02:18:12",0.45833
1456694,Technitos,"2018-03-19 02:26:11",0.20625
1480446,"Thiago Moretto","2018-03-19 02:37:23",0.43880
1480446,"Thiago Moretto","2018-03-19 02:49:12",0.40937
1461602,liyuanjie,"2018-03-19 06:51:10",0.27942
1493708,zgljl2012,"2018-03-19 07:56:48",0.97317
1459209,Dowakin,"2018-03-19 10:14:50",0.16875
1458120,SFY,"2018-03-19 10:56:07",0.99505
1470573,NasibUllah,"2018-03-19 11:35:13",0.17343
1490560,"Mayank Kumar Singh","2018-03-19 12:35:30",0.99218
1458120,SFY,"2018-03-19 12:50:03",0.66093
1490560,"Mayank Kumar Singh","2018-03-19 13:11:36",0.99114
1480406,"Dmitry Biletskyy","2018-03-19 13:12:05",0.56718
1458120,SFY,"2018-03-19 13:59:39",0.61041
1490560,"Mayank Kumar Singh","2018-03-19 14:16:26",0.49010
1465340,nbnbnbnb,"2018-03-19 15:57:12",0.22864
1490560,"Mayank Kumar Singh","2018-03-19 18:05:54",0.42473
1490560,"Mayank Kumar Singh","2018-03-19 19:31:28",0.40807
1485436,"KFU Classification Dream Team","2018-03-19 19:45:26",0.99114
1459618,Xmiler,"2018-03-19 20:18:24",0.16406
1464225,jkozerawski,"2018-03-19 20:36:11",0.21901
1480406,"Dmitry Biletskyy","2018-03-19 21:39:49",0.35364
1469707,"William Pride","2018-03-20 00:11:05",0.20156
1480406,"Dmitry Biletskyy","2018-03-20 00:15:18",0.26458
1458120,SFY,"2018-03-20 00:21:41",0.55468
1492556,Bhaskar,"2018-03-20 01:34:26",0.99270
1485190,zhengbin,"2018-03-20 01:34:39",0.27135
1466556,"Xin Cui","2018-03-20 03:10:13",0.98854
1492556,Bhaskar,"2018-03-20 03:14:50",0.18255
1458120,SFY,"2018-03-20 04:03:42",0.55026
1478456,"Team Name","2018-03-20 06:09:43",0.20208
1458920,Karyuu,"2018-03-20 07:23:37",0.30000
1490560,"Mayank Kumar Singh","2018-03-20 07:43:22",0.35234
1484018,Andres,"2018-03-20 10:50:41",0.99869
1470179,weishenghua,"2018-03-20 11:19:13",0.25677
1461602,liyuanjie,"2018-03-20 11:22:22",0.27864
1465340,nbnbnbnb,"2018-03-20 11:38:00",0.19036
1460396,RahulVashisht,"2018-03-20 16:26:43",0.17161
1469707,"William Pride","2018-03-20 16:54:51",0.19791
1490560,"Mayank Kumar Singh","2018-03-20 17:26:55",0.31614
1480406,"Dmitry Biletskyy","2018-03-20 17:29:34",0.23750
1464225,jkozerawski,"2018-03-20 18:24:18",0.21875
1456827,Kevin,"2018-03-20 18:48:49",0.98125
1484018,Andres,"2018-03-20 21:40:46",0.99010
1480406,"Dmitry Biletskyy","2018-03-21 00:00:10",0.20364
1461602,liyuanjie,"2018-03-21 00:56:22",0.23776
1472701,chenWong,"2018-03-21 01:37:42",1.00000
1484018,Andres,"2018-03-21 01:46:16",0.44947
1484850,Sunny,"2018-03-21 01:53:23",0.99088
1472701,chenWong,"2018-03-21 02:48:03",0.98958
1456827,Kevin,"2018-03-21 06:14:46",0.87708
1501069,"Gaurav Dixit","2018-03-21 07:03:29",0.99088
1501055,Jplyr,"2018-03-21 07:14:03",0.99088
1458123,Lei,"2018-03-21 08:51:08",0.18098
1465340,nbnbnbnb,"2018-03-21 09:07:55",0.17552
1456827,Kevin,"2018-03-21 09:14:52",0.86067
1458120,SFY,"2018-03-21 09:35:07",0.25963
1458123,Lei,"2018-03-21 10:04:19",0.17760
1484018,Andres,"2018-03-21 10:09:25",0.34479
1486025,patrickbook,"2018-03-21 10:59:22",0.39817
1499417,AliHamza,"2018-03-21 11:04:50",0.99088
1490560,"Mayank Kumar Singh","2018-03-21 12:36:34",0.29791
1486025,patrickbook,"2018-03-21 13:31:48",0.37161
1502348,Sadgnome,"2018-03-21 13:59:22",0.99088
1478456,"Team Name","2018-03-21 14:34:43",0.19765
1458123,Lei,"2018-03-21 14:50:59",0.17343
1502926,Kanvas89,"2018-03-21 16:12:18",0.33593
1456827,Kevin,"2018-03-21 16:21:58",0.81901
1502926,Kanvas89,"2018-03-21 17:36:15",0.32578
1478456,"Team Name","2018-03-21 17:45:02",0.18802
1502926,Kanvas89,"2018-03-21 18:14:14",0.29557
1456827,Kevin,"2018-03-21 18:41:39",0.80859
1487029,dortonway,"2018-03-21 22:00:34",0.15416
1452438,chen,"2018-03-21 22:12:13",0.99192
1466074,"Aloisio Dourado","2018-03-21 23:33:00",0.23932
1466074,"Aloisio Dourado","2018-03-22 00:15:04",0.22786
1492556,Bhaskar,"2018-03-22 00:19:32",0.15208
1466556,"Xin Cui","2018-03-22 03:19:41",0.22630
1505181,VIZ,"2018-03-22 06:34:55",0.97317
1488540,"Shashank Shekhar","2018-03-22 06:52:17",0.99895
1488540,"Shashank Shekhar","2018-03-22 07:27:08",0.99192
1456827,Kevin,"2018-03-22 08:29:36",0.75807
1490560,"Mayank Kumar Singh","2018-03-22 12:03:18",0.22734
1486025,patrickbook,"2018-03-22 12:57:02",0.30520
1488540,"Shashank Shekhar","2018-03-22 14:27:56",0.30260
1456827,Kevin,"2018-03-22 14:57:25",0.74010
1458123,Lei,"2018-03-22 16:11:52",0.16119
1507060,blei,"2018-03-22 16:51:18",0.99088
1465340,nbnbnbnb,"2018-03-22 17:30:37",0.17057
1484018,Andres,"2018-03-22 19:15:21",0.27083
1499458,Zvez,"2018-03-23 00:06:13",0.97317
1499458,Zvez,"2018-03-23 00:13:37",0.95000
1499458,Zvez,"2018-03-23 00:55:05",0.92213
1458123,Lei,"2018-03-23 01:32:57",0.15364
1458123,Lei,"2018-03-23 02:11:17",0.15104
1456694,Technitos,"2018-03-23 03:19:09",0.18619
1461602,liyuanjie,"2018-03-23 03:20:04",0.21432
1506228,"Yicheng Chen","2018-03-23 04:35:08",0.99348
1506228,"Yicheng Chen","2018-03-23 05:48:58",0.97864
1488540,"Shashank Shekhar","2018-03-23 07:22:19",0.20703
1458920,Karyuu,"2018-03-23 08:05:42",0.22447
1455397,"Dolotov Evgeniy","2018-03-23 08:40:46",0.97317
1456827,Kevin,"2018-03-23 08:45:22",0.72604
1507886,saumild13,"2018-03-23 09:31:46",0.72786
1486025,patrickbook,"2018-03-23 11:13:49",0.29635
1484018,Andres,"2018-03-23 11:34:56",0.26614
1509907,"Abdullah Karimi","2018-03-23 13:24:01",0.97317
1502926,Kanvas89,"2018-03-23 13:39:09",0.29322
1502926,Kanvas89,"2018-03-23 14:27:47",0.26093
1490560,"Mayank Kumar Singh","2018-03-23 14:45:11",0.18906
1458120,SFY,"2018-03-23 14:55:07",0.24531
1510260,lohith,"2018-03-23 15:41:26",0.97317
1465340,nbnbnbnb,"2018-03-23 15:46:35",0.16640
1510528,shejz,"2018-03-23 16:43:54",0.97317
1507983,"Petrychko Myckola","2018-03-23 16:44:55",0.99088
1507886,saumild13,"2018-03-23 17:31:59",0.68880
1487018,KenSample,"2018-03-23 17:49:51",0.94973
1507886,saumild13,"2018-03-23 18:41:27",0.56432
1456827,Kevin,"2018-03-23 18:55:15",0.71041
1507886,saumild13,"2018-03-23 19:55:33",0.53437
1503155,iHammock,"2018-03-23 20:38:19",0.21822
1487018,KenSample,"2018-03-23 22:53:51",0.33750
1496343,"Julio Barros","2018-03-23 23:38:31",0.99895
1496343,"Julio Barros","2018-03-23 23:51:24",0.98984
1506228,"Yicheng Chen","2018-03-24 04:07:25",0.89036
1506228,"Yicheng Chen","2018-03-24 05:40:09",0.88125
1456827,Kevin,"2018-03-24 08:30:02",0.68515
1507886,saumild13,"2018-03-24 08:35:20",0.43151
1484018,Andres,"2018-03-24 08:48:06",0.16171
1478456,"Team Name","2018-03-24 10:44:01",0.18177
1456714,"savi ","2018-03-24 12:57:03",0.40468
1474284,"Jon Snow","2018-03-24 14:10:54",0.99947
1506228,"Yicheng Chen","2018-03-24 17:11:18",0.45208
1502926,Kanvas89,"2018-03-24 18:52:41",0.25546
1514148,Vadim,"2018-03-24 19:58:58",0.99088
1506228,"Yicheng Chen","2018-03-25 01:12:02",0.26927
1451850,TetyanaYatsenko,"2018-03-25 05:20:08",0.96458
1455339,"Arunkumar Ramanan","2018-03-25 08:07:50",0.97317
1478456,"Team Name","2018-03-25 08:41:29",0.17239
1469467,"Evan He","2018-03-25 08:52:16",0.27916
1496862,GrantFeng,"2018-03-25 11:30:51",1.00000
1496862,GrantFeng,"2018-03-25 12:13:54",0.99791
1496862,GrantFeng,"2018-03-25 12:21:09",0.31145
1494061,"Jose Carlos Yanez N.","2018-03-25 12:29:32",0.99218
1505628,tosterovic,"2018-03-25 15:45:12",0.15182
1456827,Kevin,"2018-03-25 16:22:22",0.65026
1506228,"Yicheng Chen","2018-03-25 16:43:04",0.19817
1458920,Karyuu,"2018-03-25 16:52:59",0.22421
1505628,tosterovic,"2018-03-25 18:35:02",0.14687
1507060,blei,"2018-03-25 23:14:14",0.46510
1507060,blei,"2018-03-26 01:07:59",0.38229
1487018,KenSample,"2018-03-26 03:16:56",0.26901
1496343,"Julio Barros","2018-03-26 03:28:02",0.32291
1488667,flint,"2018-03-26 03:29:07",0.99088
1488667,flint,"2018-03-26 03:42:14",0.32942
1507285,JifuZhao,"2018-03-26 04:21:35",0.32317
1507060,blei,"2018-03-26 05:30:24",0.32786
1507886,saumild13,"2018-03-26 06:25:26",0.41432
1519239,"Emily Xu","2018-03-26 07:41:52",0.97317
1503155,iHammock,"2018-03-26 08:40:14",0.19375
1519495,amit,"2018-03-26 08:49:33",0.97317
1487018,KenSample,"2018-03-26 09:15:51",0.21927
1488667,flint,"2018-03-26 11:02:04",0.22083
1494151,"Semion Sidorenko","2018-03-26 11:12:28",0.99947
1494151,"Semion Sidorenko","2018-03-26 11:16:33",0.99270
1507285,JifuZhao,"2018-03-26 12:55:42",0.30703
1507060,blei,"2018-03-26 13:43:18",0.20520
1496343,"Julio Barros","2018-03-26 15:07:11",0.20312
1456827,Kevin,"2018-03-26 15:16:20",0.62734
1494151,"Semion Sidorenko","2018-03-26 16:04:04",0.99218
1490286,124,"2018-03-26 16:06:43",1.00000
1490286,124,"2018-03-26 16:11:21",0.19765
1456694,Technitos,"2018-03-26 16:23:31",0.17421
1480406,"Dmitry Biletskyy","2018-03-26 18:02:51",0.19635
1480406,"Dmitry Biletskyy","2018-03-26 19:28:34",0.18984
1459209,Dowakin,"2018-03-26 19:39:40",0.16406
1514555,frank33,"2018-03-26 19:53:06",0.24088
1484018,Andres,"2018-03-26 20:00:50",0.15989
1475748,MykolaSharhan,"2018-03-26 20:59:06",0.99296
1469707,"William Pride","2018-03-26 21:03:33",0.17447
1507886,saumild13,"2018-03-26 22:18:37",0.39895
1452547,Jamblin,"2018-03-26 23:04:41",1.00000
1452547,Jamblin,"2018-03-26 23:09:59",0.99921
1480406,"Dmitry Biletskyy","2018-03-26 23:17:54",0.18593
1452478,"Oleksandr Bailo","2018-03-27 01:15:06",0.18776
1506228,"Yicheng Chen","2018-03-27 04:38:24",0.17500
1494151,"Semion Sidorenko","2018-03-27 07:50:01",0.18411
1498082,DW,"2018-03-27 07:56:57",0.19869
1488540,"Shashank Shekhar","2018-03-27 09:56:11",0.18593
1496862,GrantFeng,"2018-03-27 11:49:37",0.30494
1486025,patrickbook,"2018-03-27 12:54:49",0.20208
1480406,"Dmitry Biletskyy","2018-03-27 14:12:56",0.16718
1486025,patrickbook,"2018-03-27 14:28:40",0.19114
1487018,KenSample,"2018-03-27 14:40:18",0.18151
1497591,"Jc Huynh","2018-03-27 15:08:16",0.99427
1494151,"Semion Sidorenko","2018-03-27 16:11:00",0.17942
1497591,"Jc Huynh","2018-03-27 16:31:26",0.97656
1458120,SFY,"2018-03-28 00:24:14",0.22994
1497591,"Jc Huynh","2018-03-28 04:09:30",0.96067
1456827,Kevin,"2018-03-28 04:09:44",0.61666
1484850,Sunny,"2018-03-28 04:40:52",0.34505
1484850,Sunny,"2018-03-28 05:19:51",0.27552
1494151,"Semion Sidorenko","2018-03-28 05:59:39",0.17890
1474284,"Jon Snow","2018-03-28 06:39:41",0.29166
1496862,GrantFeng,"2018-03-28 06:41:10",0.24791
1458920,Karyuu,"2018-03-28 07:21:07",0.17265
1494151,"Semion Sidorenko","2018-03-28 08:36:44",0.16432
1497591,"Jc Huynh","2018-03-28 09:54:58",0.94375
1509561,"aasmund b","2018-03-28 09:59:38",0.36770
1488540,"Shashank Shekhar","2018-03-28 10:46:01",0.15963
1462777,hust_fx,"2018-03-28 11:00:35",0.20572
1475748,MykolaSharhan,"2018-03-28 11:06:11",0.98828
1496343,"Julio Barros","2018-03-28 11:26:32",0.17994
1475748,MykolaSharhan,"2018-03-28 11:52:57",0.47526
1490286,124,"2018-03-28 13:36:25",0.18802
1484850,Sunny,"2018-03-28 14:36:53",0.22838
1475748,MykolaSharhan,"2018-03-28 15:14:26",0.42473
